interval,lagging_type,lagging_desc,entry,exit,entry_desc,exit_desc,total_trades,win_rate,total_pnl,avg_pnl,profit_factor,max_drawdown,win_trades,lose_trades,return_dd_ratio,pf_over_trades
4h,close,終値基準 (Close vs Close_21_ago),E5,EX6,E4 & 終値 > +1σ,終値 < +1σ割れ or 終値 < 21MA割れ,214,0.3317757009345794,-82958.83178710938,-387.6580924631279,0.8721052912628097,169969.32983398438,71,143,-0.48808118422387425,0.004075258370386961
4h,close,終値基準 (Close vs Close_21_ago),E5,EX7,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,221,0.33484162895927594,-109439.0869140625,-495.19948829892536,0.8372894429383273,198399.50561523438,74,147,-0.5516096755115053,0.003788640013295599
4h,close,終値基準 (Close vs Close_21_ago),E6,EX1,E4 & 終値 > +2σ,遅行スパン陰転,87,0.3448275862068966,-109330.4443359375,-1256.671773976293,0.8067856968540532,242861.17553710938,30,57,-0.4501767073067293,0.009273398814414404
4h,close,終値基準 (Close vs Close_21_ago),E6,EX2,E4 & 終値 > +2σ,終値 < +1σ割れ,112,0.38392857142857145,-4310.455322265625,-38.48620823451451,0.9895033477145657,137200.46997070312,43,69,-0.03141720522667343,0.00883485131888005
4h,close,終値基準 (Close vs Close_21_ago),E6,EX3,E4 & 終値 > +2σ,終値 < 21MA割れ,101,0.31683168316831684,-195141.6015625,-1932.0950649752476,0.652625328733107,272791.44287109375,32,69,-0.715350890440919,0.006461636918149574
4h,close,終値基準 (Close vs Close_21_ago),E6,EX4,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ,113,0.3805309734513274,-12230.52978515625,-108.23477685978982,0.9707802433995445,137200.46997070312,43,70,-0.08914349774288584,0.008590975605305704
4h,close,終値基準 (Close vs Close_21_ago),E6,EX5,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < 21MA割れ,103,0.3106796116504854,-198111.572265625,-1923.413322967233,0.6487888590068822,265611.4196777344,32,71,-0.7458699347565448,0.006298920961231866
4h,close,終値基準 (Close vs Close_21_ago),E6,EX6,E4 & 終値 > +2σ,終値 < +1σ割れ or 終値 < 21MA割れ,112,0.38392857142857145,-4310.455322265625,-38.48620823451451,0.9895033477145657,137200.46997070312,43,69,-0.03141720522667343,0.00883485131888005
4h,close,終値基準 (Close vs Close_21_ago),E6,EX7,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,113,0.3805309734513274,-12230.52978515625,-108.23477685978982,0.9707802433995445,137200.46997070312,43,70,-0.08914349774288584,0.008590975605305704
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX1,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転,133,0.3233082706766917,-136569.82421875,-1026.840783599624,0.8125276357226866,274760.1318359375,43,90,-0.4970510943716443,0.006109230343779599
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX2,遅行スパン陽転のみ（エクスパンションなし）,終値 < +1σ割れ,809,0.44128553770086526,-30319.51904296875,-37.47777384792182,0.9773368190407127,159610.13793945312,357,452,-0.18995985740248045,0.001208080122423625
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX3,遅行スパン陽転のみ（エクスパンションなし）,終値 < 21MA割れ,219,0.3515981735159817,35230.255126953125,160.86874487193208,1.0508623143261726,116700.13427734375,77,142,0.301887014484719,0.004798458056283894
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX4,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < +1σ割れ,810,0.4444444444444444,-35509.185791015625,-43.8385009765625,0.9733648755555637,164799.8046875,360,450,-0.21546861574471868,0.0012016850315500786
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX5,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < 21MA割れ,226,0.34513274336283184,1760.406494140625,7.78940926610896,1.0024460639402852,125930.02319335938,78,148,0.013979243785555468,0.00443560205283312
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX6,遅行スパン陽転のみ（エクスパンションなし）,終値 < +1σ割れ or 終値 < 21MA割れ,628,0.43630573248407645,29241.485595703125,46.56287515239351,1.0272747068819756,129810.48583984375,274,354,0.2252628931054182,0.0016357877498120632
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX7,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,630,0.4396825396825397,23961.7919921875,38.034590463789684,1.0224458061621482,129810.48583984375,277,353,0.18459057322804287,0.0016229298510510289
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX1,E1 & 終値 > +1σ,遅行スパン陰転,109,0.30275229357798167,-107910.15625,-990.0014334862385,0.8392281130741054,257670.13549804688,33,76,-0.4187918636415587,0.007699340486918398
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX2,E1 & 終値 > +1σ,終値 < +1σ割れ,291,0.33333333333333326,-85348.96850585938,-293.2954244187607,0.8898041075301567,156739.34936523438,97,194,-0.5445280259967076,0.003057746073986793
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX3,E1 & 終値 > +1σ,終値 < 21MA割れ,162,0.35185185185185186,-104561.30981445312,-645.4401840398341,0.8403841199607374,173431.24389648438,57,105,-0.6028977678143302,0.005187556296053934
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX4,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ,291,0.33333333333333326,-85348.96850585938,-293.2954244187607,0.8898041075301567,156739.34936523438,97,194,-0.5445280259967076,0.003057746073986793
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX5,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < 21MA割れ,167,0.34131736526946116,-127361.29760742188,-762.6425006432447,0.8123455041496784,196401.21459960938,57,110,-0.648475101679311,0.004864344336225619
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX6,E1 & 終値 > +1σ,終値 < +1σ割れ or 終値 < 21MA割れ,291,0.33333333333333326,-85348.96850585938,-293.2954244187607,0.8898041075301567,156739.34936523438,97,194,-0.5445280259967076,0.003057746073986793
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX7,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,291,0.33333333333333326,-85348.96850585938,-293.2954244187607,0.8898041075301567,156739.34936523438,97,194,-0.5445280259967076,0.003057746073986793
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX1,E1 & 終値 > +2σ,遅行スパン陰転,79,0.3291139240506329,-193460.0830078125,-2448.8618102254745,0.689290894801346,307950.439453125,26,53,-0.6282182397640651,0.008725201200017038
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX2,E1 & 終値 > +2σ,終値 < +1σ割れ,122,0.36885245901639346,-18249.969482421875,-149.58991379034325,0.9587002222397177,134199.98168945312,45,77,-0.1359908492733882,0.007858198542948506
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX3,E1 & 終値 > +2σ,終値 < 21MA割れ,105,0.3047619047619048,-199371.64306640625,-1898.777553013393,0.6410183567754453,260211.33422851562,32,73,-0.7661912332047749,0.006104936731194717
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX4,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ,122,0.36885245901639346,-18249.969482421875,-149.58991379034325,0.9587002222397177,134199.98168945312,45,77,-0.1359908492733882,0.007858198542948506
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX5,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < 21MA割れ,106,0.3018867924528302,-206661.52954101562,-1949.6370711416569,0.6328243374581655,267671.20361328125,32,74,-0.7720723288545841,0.005970040919416655
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX6,E1 & 終値 > +2σ,終値 < +1σ割れ or 終値 < 21MA割れ,122,0.36885245901639346,-18249.969482421875,-149.58991379034325,0.9587002222397177,134199.98168945312,45,77,-0.1359908492733882,0.007858198542948506
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX7,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,122,0.36885245901639346,-18249.969482421875,-149.58991379034325,0.9587002222397177,134199.98168945312,45,77,-0.1359908492733882,0.007858198542948506
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX1,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転,103,0.3300970873786408,-112350.00610351562,-1090.7767582865595,0.8233464362523476,272300.2624511719,34,69,-0.41259602577012544,0.007993654720896578
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX2,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < +1σ割れ,204,0.33333333333333326,-104518.89038085938,-512.3475018669577,0.8320496719577446,184789.58129882812,68,136,-0.5656102992724417,0.004078674862537964
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX3,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < 21MA割れ,148,0.35135135135135137,-143140.869140625,-967.1680347339527,0.7741013424056769,185560.45532226562,52,96,-0.7713974881772634,0.0052304144757140325
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX4,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < +1σ割れ,204,0.33333333333333326,-104518.89038085938,-512.3475018669577,0.8320496719577446,184789.58129882812,68,136,-0.5656102992724417,0.004078674862537964
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX5,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < 21MA割れ,152,0.34210526315789475,-153400.87890625,-1009.21630859375,0.7632815752344749,195990.44799804688,52,100,-0.7826956898826962,0.0050215893107531245
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX6,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < +1σ割れ or 終値 < 21MA割れ,204,0.33333333333333326,-104518.89038085938,-512.3475018669577,0.8320496719577446,184789.58129882812,68,136,-0.5656102992724417,0.004078674862537964
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX7,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,204,0.33333333333333326,-104518.89038085938,-512.3475018669577,0.8320496719577446,184789.58129882812,68,136,-0.5656102992724417,0.004078674862537964
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX1,E4 & 終値 > +1σ,遅行スパン陰転,99,0.32323232323232326,-107019.95849609375,-1081.0096817787248,0.8289515592891805,272900.2380371094,32,67,-0.39215780559905933,0.008373248073628086
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX2,E4 & 終値 > +1σ,終値 < +1σ割れ,195,0.3384615384615385,-103068.84765625,-528.5581931089744,0.8303421579161788,185489.65454101562,66,129,-0.5556582005141388,0.0042581649123906605
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX3,E4 & 終値 > +1σ,終値 < 21MA割れ,143,0.35664335664335667,-131761.01684570312,-921.4057122077141,0.7861997658249521,178810.57739257812,51,92,-0.7368748469304597,0.00549790046031435
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX4,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ,195,0.3384615384615385,-103068.84765625,-528.5581931089744,0.8303421579161788,185489.65454101562,66,129,-0.5556582005141388,0.0042581649123906605
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX5,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < 21MA割れ,147,0.3401360544217687,-153831.02416992188,-1046.4695521763392,0.7565275751484711,201050.56762695312,50,97,-0.76513598536739,0.0051464460894453815
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX6,E4 & 終値 > +1σ,終値 < +1σ割れ or 終値 < 21MA割れ,195,0.3384615384615385,-103068.84765625,-528.5581931089744,0.8303421579161788,185489.65454101562,66,129,-0.5556582005141388,0.0042581649123906605
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX7,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,195,0.3384615384615385,-103068.84765625,-528.5581931089744,0.8303421579161788,185489.65454101562,66,129,-0.5556582005141388,0.0042581649123906605
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX1,E4 & 終値 > +2σ,遅行スパン陰転,76,0.3157894736842105,-182200.16479492188,-2397.3705894068667,0.6962068181205263,287200.62255859375,24,52,-0.6344003128257495,0.009160616027901662
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX2,E4 & 終値 > +2σ,終値 < +1σ割れ,110,0.37272727272727274,-17570.343017578125,-159.73039106889203,0.9569344384243141,153260.498046875,41,69,-0.11464365078732945,0.008699403985675582
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX3,E4 & 終値 > +2σ,終値 < 21MA割れ,100,0.3,-234901.58081054688,-2349.0158081054688,0.5897068716092104,288021.3928222656,30,70,-0.8155699078766059,0.005897068716092104
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX4,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ,110,0.37272727272727274,-17570.343017578125,-159.73039106889203,0.9569344384243141,153260.498046875,41,69,-0.11464365078732945,0.008699403985675582
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX5,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < 21MA割れ,100,0.3,-233271.484375,-2332.71484375,0.5915123204846378,286561.279296875,30,70,-0.8140370009073444,0.005915123204846377
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX6,E4 & 終値 > +2σ,終値 < +1σ割れ or 終値 < 21MA割れ,110,0.37272727272727274,-17570.343017578125,-159.73039106889203,0.9569344384243141,153260.498046875,41,69,-0.11464365078732945,0.008699403985675582
4h,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX7,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,110,0.37272727272727274,-17570.343017578125,-159.73039106889203,0.9569344384243141,153260.498046875,41,69,-0.11464365078732945,0.008699403985675582
1d,close,終値基準 (Close vs Close_21_ago),E1,EX1,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転,96,0.33333333333333326,15399.017333983677,160.40643056232997,1.0168495868955256,306510.7727050781,32,64,0.05023972631722302,0.010592183196828392
1d,close,終値基準 (Close vs Close_21_ago),E1,EX2,遅行スパン陽転のみ（エクスパンションなし）,終値 < +1σ割れ,342,0.45029239766081874,70598.83117675828,206.42933092619378,1.0472666181581174,277080.99365234375,154,188,0.25479492565029316,0.003062183094029583
1d,close,終値基準 (Close vs Close_21_ago),E1,EX3,遅行スパン陽転のみ（エクスパンションなし）,終値 < 21MA割れ,95,0.25263157894736843,253649.52087402344,2669.994956568668,1.32645551071741,294610.4431152344,24,71,0.8609658170698673,0.013962689586499053
1d,close,終値基準 (Close vs Close_21_ago),E1,EX4,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < +1σ割れ,343,0.4489795918367347,69378.8909912114,202.27081921635977,1.046352719810875,280211.0290527344,154,189,0.24759514722082773,0.0030505910198567786
1d,close,終値基準 (Close vs Close_21_ago),E1,EX5,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < 21MA割れ,117,0.24786324786324787,126909.79003906238,1084.6990601629263,1.14373054730354,351290.4357910156,29,88,0.36126742179386184,0.009775474763278119
1d,close,終値基準 (Close vs Close_21_ago),E1,EX6,遅行スパン陽転のみ（エクスパンションなし）,終値 < +1σ割れ or 終値 < 21MA割れ,272,0.4227941176470588,147109.06982421904,540.8421684713935,1.1209798209271673,338770.9045410156,115,157,0.43424351929965777,0.004121249341643997
1d,close,終値基準 (Close vs Close_21_ago),E1,EX7,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,274,0.4197080291970803,109958.95385742217,401.3100505745335,1.0896503952195216,341900.93994140625,115,159,0.32161056321245135,0.003976826259925261
1d,close,終値基準 (Close vs Close_21_ago),E2,EX1,E1 & 終値 > +1σ,遅行スパン陰転,61,0.3114754098360656,158359.06982421834,2596.050324987186,1.217069708896824,271790.9240722656,19,42,0.5826503234600753,0.01995196244093154
1d,close,終値基準 (Close vs Close_21_ago),E2,EX2,E1 & 終値 > +1σ,終値 < +1σ割れ,140,0.32142857142857145,91518.47839355428,653.7034170968163,1.1167430776585334,258411.10229492188,45,95,0.35415846138493384,0.007976736268989525
1d,close,終値基準 (Close vs Close_21_ago),E2,EX3,E1 & 終値 > +1σ,終値 < 21MA割れ,62,0.3387096774193548,343139.41955566383,5534.506767026836,1.530042977632963,264230.65185546875,21,41,1.298635934726291,0.024678112542467143
1d,close,終値基準 (Close vs Close_21_ago),E2,EX4,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ,142,0.31690140845070425,52098.464965819905,366.8905983508444,1.0653886452528698,261541.1376953125,45,97,0.19919797483833324,0.007502736938400491
1d,close,終値基準 (Close vs Close_21_ago),E2,EX5,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < 21MA割れ,74,0.3108108108108108,295409.6221923827,3992.0219215186853,1.4469332726955824,251750.79345703125,23,51,1.1734208188019202,0.019553152333724087
1d,close,終値基準 (Close vs Close_21_ago),E2,EX6,E1 & 終値 > +1σ,終値 < +1σ割れ or 終値 < 21MA割れ,140,0.32142857142857145,91518.47839355428,653.7034170968163,1.1167430776585334,258411.10229492188,45,95,0.35415846138493384,0.007976736268989525
1d,close,終値基準 (Close vs Close_21_ago),E2,EX7,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,142,0.31690140845070425,52098.464965819905,366.8905983508444,1.0653886452528698,261541.1376953125,45,97,0.19919797483833324,0.007502736938400491
1d,close,終値基準 (Close vs Close_21_ago),E3,EX1,E1 & 終値 > +2σ,遅行スパン陰転,42,0.35714285714285715,-80000.38146972671,-1904.7709873744454,0.881551176783158,270050.2014160155,15,27,-0.29624262840850535,0.020989313732932332
1d,close,終値基準 (Close vs Close_21_ago),E3,EX2,E1 & 終値 > +2σ,終値 < +1σ割れ,62,0.3225806451612903,-149400.10070800796,-2409.6790436775477,0.7095305834257944,248620.147705078,20,42,-0.6009171102465583,0.011444041668157975
1d,close,終値基準 (Close vs Close_21_ago),E3,EX3,E1 & 終値 > +2σ,終値 < 21MA割れ,44,0.36363636363636365,172360.07690429688,3917.2744750976562,1.3241434545106021,163110.04638671875,16,28,1.056710366543868,0.030094169420695503
1d,close,終値基準 (Close vs Close_21_ago),E3,EX4,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ,62,0.3225806451612903,-149400.10070800796,-2409.6790436775477,0.7095305834257944,248620.147705078,20,42,-0.6009171102465583,0.011444041668157975
1d,close,終値基準 (Close vs Close_21_ago),E3,EX5,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < 21MA割れ,47,0.3191489361702128,116969.90966796875,2488.7214822972073,1.201915868870871,206340.17944335938,15,32,0.5668789761815494,0.025572678061082363
1d,close,終値基準 (Close vs Close_21_ago),E3,EX6,E1 & 終値 > +2σ,終値 < +1σ割れ or 終値 < 21MA割れ,62,0.3225806451612903,-149400.10070800796,-2409.6790436775477,0.7095305834257944,248620.147705078,20,42,-0.6009171102465583,0.011444041668157975
1d,close,終値基準 (Close vs Close_21_ago),E3,EX7,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,62,0.3225806451612903,-149400.10070800796,-2409.6790436775477,0.7095305834257944,248620.147705078,20,42,-0.6009171102465583,0.011444041668157975
1d,close,終値基準 (Close vs Close_21_ago),E4,EX1,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転,64,0.28125,135419.3878173824,2115.9279346466,1.1805277258306524,248040.46630859375,18,46,0.5459568345146696,0.018445745716103943
1d,close,終値基準 (Close vs Close_21_ago),E4,EX2,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < +1σ割れ,97,0.31958762886597936,89349.51782226504,921.1290497140726,1.1606658748991812,222100.67749023438,31,66,0.40229286480314175,0.011965627576280218
1d,close,終値基準 (Close vs Close_21_ago),E4,EX3,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < 21MA割れ,64,0.296875,329039.91699218727,5141.248703002926,1.5066361017893108,216510.46752929688,19,45,1.519741381315264,0.023541189090457982
1d,close,終値基準 (Close vs Close_21_ago),E4,EX4,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < +1σ割れ,99,0.31313131313131315,45839.53857421817,463.0256421638199,1.080183859106121,223990.63110351574,31,68,0.20464935675382662,0.010910948071779
1d,close,終値基準 (Close vs Close_21_ago),E4,EX5,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < 21MA割れ,77,0.2597402597402597,271800.23193359346,3529.8731419947203,1.4236816157304995,190900.2685546875,20,57,1.423781296859362,0.01848937163286363
1d,close,終値基準 (Close vs Close_21_ago),E4,EX6,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < +1σ割れ or 終値 < 21MA割れ,97,0.31958762886597936,89349.51782226504,921.1290497140726,1.1606658748991812,222100.67749023438,31,66,0.40229286480314175,0.011965627576280218
1d,close,終値基準 (Close vs Close_21_ago),E4,EX7,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,99,0.31313131313131315,45839.53857421817,463.0256421638199,1.080183859106121,223990.63110351574,31,68,0.20464935675382662,0.010910948071779
1d,close,終値基準 (Close vs Close_21_ago),E5,EX1,E4 & 終値 > +1σ,遅行スパン陰転,56,0.30357142857142855,168199.15771484346,3003.5563877650616,1.2414050465307667,209780.73120117188,17,39,0.8017855441334445,0.022167947259477978
1d,close,終値基準 (Close vs Close_21_ago),E5,EX2,E4 & 終値 > +1σ,終値 < +1σ割れ,86,0.34883720930232553,112299.1180419919,1305.8036981626965,1.2192997198128341,211320.95336914062,30,56,0.5314149697490009,0.014177903718753885
1d,close,終値基準 (Close vs Close_21_ago),E5,EX3,E4 & 終値 > +1σ,終値 < 21MA割れ,57,0.33333333333333326,348349.8382568358,6111.400671172558,1.5677795211984782,202270.5078125,19,38,1.7221978726614358,0.027504903880675054
1d,close,終値基準 (Close vs Close_21_ago),E5,EX4,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ,87,0.33333333333333326,67549.05700683565,776.4259426073063,1.1286891822359941,214450.98876953125,29,58,0.31498599001299116,0.012973438876275795
1d,close,終値基準 (Close vs Close_21_ago),E5,EX5,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < 21MA割れ,66,0.2878787878787879,295809.8602294922,4481.96757923473,1.4955684063364427,175560.60791015625,19,47,1.6849443833144728,0.02266012736873398
1d,close,終値基準 (Close vs Close_21_ago),E5,EX6,E4 & 終値 > +1σ,終値 < +1σ割れ or 終値 < 21MA割れ,86,0.34883720930232553,112299.1180419919,1305.8036981626965,1.2192997198128341,211320.95336914062,30,56,0.5314149697490009,0.014177903718753885
1d,close,終値基準 (Close vs Close_21_ago),E5,EX7,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,87,0.33333333333333326,67549.05700683565,776.4259426073063,1.1286891822359941,214450.98876953125,29,58,0.31498599001299116,0.012973438876275795
1d,close,終値基準 (Close vs Close_21_ago),E6,EX1,E4 & 終値 > +2σ,遅行スパン陰転,38,0.34210526315789475,-79690.32287597671,-2097.113759894124,0.8793138389937629,225280.15136718738,13,25,-0.353738766563985,0.023139837868256918
1d,close,終値基準 (Close vs Close_21_ago),E6,EX2,E4 & 終値 > +2σ,終値 < +1σ割れ,50,0.34,-57070.465087890916,-1141.4093017578184,0.8520726195502454,161310.27221679688,17,33,-0.3537931236715643,0.017041452391004908
1d,close,終値基準 (Close vs Close_21_ago),E6,EX3,E4 & 終値 > +2σ,終値 < 21MA割れ,40,0.35,160700.0732421875,4017.5018310546875,1.3051942463180266,134169.921875,14,26,1.1977354610961497,0.032629856157950665
1d,close,終値基準 (Close vs Close_21_ago),E6,EX4,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ,50,0.34,-57070.465087890916,-1141.4093017578184,0.8520726195502454,161310.27221679688,17,33,-0.3537931236715643,0.017041452391004908
1d,close,終値基準 (Close vs Close_21_ago),E6,EX5,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < 21MA割れ,43,0.3023255813953488,105309.90600585938,2449.0675815316135,1.1834314997332882,161570.12939453125,13,30,0.6517906892845743,0.027521662784495075
1d,close,終値基準 (Close vs Close_21_ago),E6,EX6,E4 & 終値 > +2σ,終値 < +1σ割れ or 終値 < 21MA割れ,50,0.34,-57070.465087890916,-1141.4093017578184,0.8520726195502454,161310.27221679688,17,33,-0.3537931236715643,0.017041452391004908
1d,close,終値基準 (Close vs Close_21_ago),E6,EX7,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,50,0.34,-57070.465087890916,-1141.4093017578184,0.8520726195502454,161310.27221679688,17,33,-0.3537931236715643,0.017041452391004908
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX1,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転,56,0.3392857142857143,18948.74572753848,338.37045942033,1.0257189932432558,257590.94238281262,19,37,0.07356138205891671,0.018316410593629567
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX2,遅行スパン陽転のみ（エクスパンションなし）,終値 < +1σ割れ,306,0.434640522875817,51109.085083006416,167.02315386603405,1.0370309973334124,299141.3879394531,133,173,0.1708526039644872,0.0033889901873640927
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX3,遅行スパン陽転のみ（エクスパンションなし）,終値 < 21MA割れ,85,0.29411764705882354,230339.43176269502,2709.875667796412,1.3080801752046836,275870.8190917969,25,60,0.834953956061764,0.015389178531819807
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX4,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < +1σ割れ,306,0.434640522875817,51109.085083006416,167.02315386603405,1.0370309973334124,299141.3879394531,133,173,0.1708526039644872,0.0033889901873640927
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX5,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < 21MA割れ,88,0.2840909090909091,215979.5379638669,2454.312931407578,1.2834300631680793,288190.7653808594,25,63,0.7494325422899603,0.014584432536000901
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX6,遅行スパン陽転のみ（エクスパンションなし）,終値 < +1σ割れ or 終値 < 21MA割れ,242,0.45041322314049587,263259.6588134763,1087.8498298077532,1.2571346621939432,251290.8935546875,109,133,1.0476291245157439,0.00519477133137993
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E1,EX7,遅行スパン陽転のみ（エクスパンションなし）,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,242,0.45041322314049587,263259.6588134763,1087.8498298077532,1.2571346621939432,251290.8935546875,109,133,1.0476291245157439,0.00519477133137993
