interval,lagging_type,lagging_desc,entry,exit,entry_desc,exit_desc,total_trades,win_rate,total_pnl,avg_pnl,profit_factor,max_drawdown,win_trades,lose_trades,return_dd_ratio,pf_over_trades
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX1,E1 & 終値 > +1σ,遅行スパン陰転,44,0.36363636363636365,120478.74450683524,2738.153284246255,1.1877754550686574,222890.93017578125,16,28,0.5405278017002333,0.026994896706105852
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX2,E1 & 終値 > +1σ,終値 < +1σ割れ,128,0.328125,110598.29711913993,864.0491962432807,1.1535829350646312,219311.06567382812,42,86,0.5042987538240683,0.009012366680192431
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX3,E1 & 終値 > +1σ,終値 < 21MA割れ,57,0.3684210526315789,332189.48364257754,5827.885677939957,1.5381673968800897,224640.80810546875,21,36,1.4787584074511286,0.026985392927720873
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX4,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ,128,0.328125,110598.29711913993,864.0491962432807,1.1535829350646312,219311.06567382812,42,86,0.5042987538240683,0.009012366680192431
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX5,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < 21MA割れ,58,0.3620689655172413,343469.54345703067,5921.888680293632,1.5667997069512936,217780.76171875,21,37,1.5771344573612969,0.02701378805088437
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX6,E1 & 終値 > +1σ,終値 < +1σ割れ or 終値 < 21MA割れ,128,0.328125,110598.29711913993,864.0491962432807,1.1535829350646312,219311.06567382812,42,86,0.5042987538240683,0.009012366680192431
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E2,EX7,E1 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,128,0.328125,110598.29711913993,864.0491962432807,1.1535829350646312,219311.06567382812,42,86,0.5042987538240683,0.009012366680192431
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX1,E1 & 終値 > +2σ,遅行スパン陰転,33,0.3939393939393939,-52070.38879394575,-1577.8905695135074,0.9059422826233902,231760.25390625,13,20,-0.22467350598868815,0.027452796443133035
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX2,E1 & 終値 > +2σ,終値 < +1σ割れ,58,0.32758620689655177,-152350.00610351577,-2626.7242431640652,0.691998284219555,222270.050048828,19,39,-0.6854275061801971,0.011931004900337156
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX3,E1 & 終値 > +2σ,終値 < 21MA割れ,42,0.35714285714285715,114430.16052246094,2724.5276314871653,1.2067429344129086,169750.06103515625,15,27,0.6741096870578548,0.028731974628878776
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX4,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ,58,0.32758620689655177,-152350.00610351577,-2626.7242431640652,0.691998284219555,222270.050048828,19,39,-0.6854275061801971,0.011931004900337156
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX5,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < 21MA割れ,42,0.35714285714285715,114430.16052246094,2724.5276314871653,1.2067429344129086,169750.06103515625,15,27,0.6741096870578548,0.028731974628878776
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX6,E1 & 終値 > +2σ,終値 < +1σ割れ or 終値 < 21MA割れ,58,0.32758620689655177,-152350.00610351577,-2626.7242431640652,0.691998284219555,222270.050048828,19,39,-0.6854275061801971,0.011931004900337156
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E3,EX7,E1 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,58,0.32758620689655177,-152350.00610351577,-2626.7242431640652,0.691998284219555,222270.050048828,19,39,-0.6854275061801971,0.011931004900337156
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX1,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転,43,0.37209302325581395,161388.77868652262,3753.2274113144795,1.2684887925058108,172140.5029296875,16,27,0.9375409966848038,0.02949973936060025
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX2,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < +1σ割れ,78,0.34615384615384615,102459.10644531169,1313.5782877604063,1.212813274952058,182690.88745117188,27,51,0.5608331530640581,0.015548888140410999
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX3,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < 21MA割れ,55,0.32727272727272727,293099.8229980462,5329.087690873567,1.4855376384379888,185770.72143554688,18,37,1.5777503620221291,0.02700977524432707
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX4,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < +1σ割れ,78,0.34615384615384615,102459.10644531169,1313.5782877604063,1.212813274952058,182690.88745117188,27,51,0.5608331530640581,0.015548888140410999
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX5,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < 21MA割れ,55,0.32727272727272727,337309.87548828055,6132.906827059646,1.6029309023654836,152690.27709960938,18,37,2.20911168605865,0.029144198224826976
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX6,遅行スパン陽転 & エクスパンション（バンド拡大）,終値 < +1σ割れ or 終値 < 21MA割れ,78,0.34615384615384615,102459.10644531169,1313.5782877604063,1.212813274952058,182690.88745117188,27,51,0.5608331530640581,0.015548888140410999
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E4,EX7,遅行スパン陽転 & エクスパンション（バンド拡大）,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,78,0.34615384615384615,102459.10644531169,1313.5782877604063,1.212813274952058,182690.88745117188,27,51,0.5608331530640581,0.015548888140410999
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX1,E4 & 終値 > +1σ,遅行スパン陰転,40,0.4,177678.7567138666,4441.968917846665,1.3084268906993204,151020.5078125,16,24,1.176520720844511,0.03271067226748301
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX2,E4 & 終値 > +1σ,終値 < +1σ割れ,73,0.3561643835616438,130028.99169921817,1781.2190643728516,1.2900679014278753,166970.8251953125,26,47,0.7787527644252702,0.017672163033258567
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX3,E4 & 終値 > +1σ,終値 < 21MA割れ,51,0.35294117647058826,314129.7912597652,6159.407671760102,1.547359445547175,164970.703125,18,33,1.9041550124311821,0.030340381285238728
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX4,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ,73,0.3561643835616438,130028.99169921817,1781.2190643728516,1.2900679014278753,166970.8251953125,26,47,0.7787527644252702,0.017672163033258567
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX5,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < 21MA割れ,51,0.35294117647058826,358339.8437499996,7026.271446078424,1.676508194079094,131890.2587890625,18,33,2.716954588155803,0.03287270968782537
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX6,E4 & 終値 > +1σ,終値 < +1σ割れ or 終値 < 21MA割れ,73,0.3561643835616438,130028.99169921817,1781.2190643728516,1.2900679014278753,166970.8251953125,26,47,0.7787527644252702,0.017672163033258567
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E5,EX7,E4 & 終値 > +1σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,73,0.3561643835616438,130028.99169921817,1781.2190643728516,1.2900679014278753,166970.8251953125,26,47,0.7787527644252702,0.017672163033258567
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX1,E4 & 終値 > +2σ,遅行スパン陰転,30,0.36666666666666664,-72030.56335449262,-2401.0187784830873,0.8661391645442797,200800.32348632812,11,19,-0.3587173671032306,0.028871305484809325
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX2,E4 & 終値 > +2σ,終値 < +1σ割れ,46,0.34782608695652173,-60020.37048339873,-1304.7906626825811,0.8360549182336665,134960.17456054688,16,30,-0.4447265326888854,0.018175106918123185
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX3,E4 & 終値 > +2σ,終値 < 21MA割れ,38,0.34210526315789475,88640.06042480469,2332.6331690738075,1.1616634053086272,160229.94995117188,13,25,0.5532053180558109,0.030570089613384928
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX4,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ,46,0.34782608695652173,-60020.37048339873,-1304.7906626825811,0.8360549182336665,134960.17456054688,16,30,-0.4447265326888854,0.018175106918123185
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX5,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < 21MA割れ,38,0.34210526315789475,88640.06042480469,2332.6331690738075,1.1616634053086272,160229.94995117188,13,25,0.5532053180558109,0.030570089613384928
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX6,E4 & 終値 > +2σ,終値 < +1σ割れ or 終値 < 21MA割れ,46,0.34782608695652173,-60020.37048339873,-1304.7906626825811,0.8360549182336665,134960.17456054688,16,30,-0.4447265326888854,0.018175106918123185
1d,high_low,高安値基準 (Close vs High/Low_21_ago),E6,EX7,E4 & 終値 > +2σ,遅行スパン陰転 or 終値 < +1σ割れ or 終値 < 21MA割れ,46,0.34782608695652173,-60020.37048339873,-1304.7906626825811,0.8360549182336665,134960.17456054688,16,30,-0.4447265326888854,0.018175106918123185
